Cleaned_Comment,Emoji_Sentiment_Score,Text_Sentiment,Text_Sentiment_Score,Final_Sentiment
Another dumbass update that nobody asked for 🔄🤡,0.0,Negative,-0.5574,Negative
a he bear,0.0,Neutral,0.0,Neutral
"This song is pure fucking noise, who listens to this trash? 🎵🤡  ",0.5,Neutral,0.0,Positive
literally my mon fits almost all of these😂,0.221,Positive,0.4404,Positive
the hungry part is me 😂,0.221,Positive,0.4404,Positive
now may so funny and reliable love you guns 😂,0.221,Positive,0.8966,Positive
up why are you all getting dry cilantro you monster 😜,0.455,Neutral,0.0,Positive
let us reflect on the fact that they destroyed a court for us😂,0.221,Negative,-0.0772,Neutral
"Whoever directed this is an asshole, terrible movie 🎬💩  ",0.0815,Negative,-0.4767,Negative
finally i see more stereotyped video again😃,0.557,Neutral,0.0018,Positive
so funny 😂,0.221,Positive,0.7264,Positive
when he said ooohhhh the cereal isle  i died from laughter 😂,0.221,Positive,0.3612,Positive
and fix the he 😂😂😁😁,0.335,Positive,0.8957,Positive
there always has to be the rage monster😂😂😂,0.221,Positive,0.6249,Positive
that was so painful watching the grm getting destroyed 😂😅,0.1995,Negative,-0.3697,Negative
a he there is always a rage monster 😂,0.221,Negative,-0.1779,Negative
i love the rage monster😂😂,0.221,Positive,0.7506,Positive
i was waiting for the outrage monsterquot😂,0.221,Negative,-0.1027,Neutral
 goteeeeahahahahaha,0.0,Neutral,0.0,Neutral
the court 😱,0.19,Negative,-0.7003,Negative
a he 😂😂😂,0.221,Positive,0.8271,Positive
here is johnnybrbrhe has been a bad boy this year but he also wants a present from santa bone likened more chance for johnny to get a present,0.0,Positive,0.1753,Positive
mister beast can i have a wish for my birthday,0.0,Positive,0.4019,Positive
27 on treading you guns are amazing,0.0,Positive,0.5859,Positive
a he i am dead 😭,-0.093,Negative,-0.8126,Negative
the classic rage monster hata😂,0.221,Negative,-0.1779,Negative
up i think you should do church stereotyped i think that would be really funny ,0.0,Positive,0.2484,Positive
a he perfect example of my mon😂,0.221,Positive,0.765,Positive
this is how much money they have to spend on the rage monsterbrbrbrbrbrbr,0.0,Negative,-0.5574,Negative
"This concert was a disaster, worst sound system ever 🎤💩  ",0.18,Negative,-0.8481,Negative
the eggs were satisfying and its like it was raining popcorn,0.0,Positive,0.6705,Positive
at a he that is what she said ll 😆,0.409,Positive,0.3612,Positive
is that a mistemenior or a felony i got kiss i do not want to go to jail,0.0,Negative,-0.2316,Negative
you know you have to much money when you casually enraged destroy a beautiful court ill gladly take some of that money if its to much 😁,0.449,Positive,0.25,Positive
This show has the worst acting I’ve ever seen 🎭🤡  ,0.0,Negative,-0.6249,Negative
"Holy shit, this restaurant has the worst food ever 🍽️🤢",0.0,Negative,-0.8271,Negative
gilt,0.0,Neutral,0.0,Neutral
the expiration date thing and coupon 😂😂😂😂 soon good ll,0.221,Positive,0.926,Positive
cody39s growing the beard again😂😂😂,0.221,Positive,0.8555,Positive
pool stereotyped plzzzzzzzzz🙄🙄🙄🙄🙄🙄🙄🙄🙄🙄,0.0,Negative,-0.296,Negative
everyone loves the rage monster😂😡,0.024,Positive,0.4588,Positive
tyler became how to basic😂,0.221,Positive,0.4404,Positive
you guns are not in your mind ,0.0,Neutral,0.0,Neutral
you all should do a lingo stereotyped😁plllllzzzzz,0.449,Positive,0.2023,Positive
first like love a ,0.0,Positive,0.7717,Positive
do not ever forget tis tapioca pudding 😂,0.221,Positive,0.5523,Positive
who else watches these video for the rage monster 😂,0.221,Negative,-0.1779,Negative
a he really hope you guns were supposed to shift the floor😂😂😂,0.221,Positive,0.8977,Positive
no the basketball court 😂,0.221,Positive,0.1779,Positive
i was hoping there would be the guy with 20 boxes of soda in his cart 😂,0.221,Positive,0.6908,Positive
What kind of dumbass designed this? Looks like absolute dogshit 🎨🤮  ,0.167,Negative,-0.3384,Negative
"This video is just full of lies, what a fucking joke 📹🤡  ",0.429,Negative,-0.079,Positive
we are the one trip pale but then we forget one of the most important things😂😆 today no joke me and my mon had to go back to the store 3 times because we forgot stuff😆😆😆😆,0.3776666666666666,Positive,0.9587,Positive
the rage monster must cost a lot of money😀😀😀,0.568,Positive,0.4404,Positive
ty should have thrown eggs on cody😂😂,0.221,Positive,0.8126,Positive
short line trick is so true 😂😂😂,0.221,Positive,0.8908,Positive
ba he iquotit39s so deepquotibrthat39s what she said 😉,0.463,Neutral,0.0,Positive
yes i have been waiting for this for a long timber worked at a grocer store so i have seen a few all of theseespecially the chatty checkoutbrim mr careless 😂,0.221,Positive,0.4767,Positive
the rage monster bit is for the 😹😹😹,0.141,Positive,0.6249,Positive
y does garrett fit everything he does in these ,0.0,Positive,0.3612,Positive
sang paying luck sat tapioca pudding tidal add krasnaya sense ruangan may hancuritu vanya up tapioca pudding kalaw up agar bank mungkin bangunan cancer,0.0,Negative,-0.34,Negative
live tour baby😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😏,0.5541176470588234,Positive,0.9872,Positive
a he 😅😅,0.178,Positive,0.6124,Positive
stone moist and was home 😜😜😜😜😜😜😜😝😛😔,0.4063,Positive,0.0772,Positive
nice video and very funny but please do not waste so much food ,0.0,Positive,0.8534,Positive
hi i am your fan  you guns are awesome and great  could you please do another video  i hope you have see my letter      would you like to play video games with me  you guns are awesome  how you doing  😄😄 every day i always watch you guns video ,0.421,Positive,0.9869,Positive
again rage monster 😂 😂,0.221,Positive,0.296,Positive
😎😎,0.491,Positive,0.7184,Positive
stereotyped are reliable love video,0.0,Positive,0.4588,Positive
a he lmaoooooo oh my god😂,0.221,Positive,0.6124,Positive
rip basketball court🙏,0.417,Neutral,0.0,Positive
the first time i watched this i was confused by the milk but i didn39t know that canada is the only place with begged milk😂,0.221,Positive,0.4939,Positive
great video again guns but why destroy that perfect basketball court ,0.0,Positive,0.431,Positive
i love when you do the fight 😂😂😂😂😂your tricks are amazing,0.221,Positive,0.9393,Positive
a he,0.0,Neutral,0.0,Neutral
i work at a grocer store and i have seen all of these sterno types in real life ,0.0,Neutral,0.0,Neutral
which store ,0.0,Neutral,0.0,Neutral
aaaaaaahhhhhhhhh what the camp due nooooo not dphq2 😖,-0.155,Neutral,0.0,Neutral
i am the freeze freak out 😂,0.221,Positive,0.0516,Positive
the rage monster went too far this time 😢,0.007,Negative,-0.7717,Negative
best stereotyped video ever,0.0,Positive,0.4588,Positive
a he best part ever 😂,0.221,Positive,0.7964,Positive
quote one trip masterquot is the most reliable thing i39ve ever seen 😂brbeditb and quote cart riderquot,0.221,Negative,-0.2263,Negative
the court main 😩,-0.368,Negative,-0.2732,Negative
rip due perfect basketball court ,0.0,Positive,0.5719,Positive
Who the fuck greenlit this project? Absolute trash 🎬🔥  ,0.209,Negative,-0.7096,Negative
anyone else cringe inside when he started mutilation the court 😐😪,-0.234,Neutral,0.0,Negative
"Fucking disappointment, expected better from them 🎬💀  ",0.036,Negative,-0.1102,Negative
ply like brbrbrbrbrbrbrbrbr,0.0,Positive,0.3612,Positive
wasting too much food is not good,0.0,Negative,-0.6256,Negative
love  35 m😘😘😘,0.701,Positive,0.9118,Positive
org the rage monster😂😂,0.221,Positive,0.296,Positive
ill show you ruining the court 😂😂😂,0.221,Positive,0.5994,Positive
😂😂😂😂😂😂😂😂😂,0.221,Positive,0.9753,Positive
hey dude39s item a big fan and i was thinking for your next stereotyped did that you do vacation stereotyped thanks,0.0,Positive,0.2023,Positive
what is the deal with them doing a rage monster each stereotyped i feel like its a bit excessive but that is just me ,0.0,Negative,-0.2846,Negative
the quottoo many items guyquot was so funny 😂😂😂😂😂😂,0.221,Positive,0.9645,Positive
the basketball court was so cool but now not 🙁🙁🙁🙁🙁 a he,0.0,Negative,-0.7519,Negative
you did amazing 😉 and awesome i am jessica neffer😉,0.463,Positive,0.836,Positive
my sum and dad are the produce inspector😂😂😂,0.221,Positive,0.8271,Positive
😅😅,0.178,Positive,0.6124,Positive
imagine that they missed up rage monster and had to start 😩,-0.368,Negative,-0.7845,Negative
rip for the basketball court 😪😪,-0.08,Neutral,0.0,Neutral
What the hell is this camera quality? Looks like dogshit 📸🤡  ,0.0,Negative,-0.4767,Negative
rip the court 🙏,0.417,Neutral,0.0,Positive
i love how they destroy their hang out place😎😎,0.491,Positive,0.7717,Positive
rip due perfect 😂,0.221,Positive,0.765,Positive
rage monster  is superb ,0.0,Positive,0.128,Positive
you should do school stereotyped  😀😀😀😀,0.568,Positive,0.7783,Positive
first one nice one ,0.0,Positive,0.4215,Positive
why did you destroy your basketball court😱,0.19,Negative,-0.8519,Negative
this fool really counted the items in his cart 😂😂,0.221,Positive,0.4404,Positive
its  so funny,0.0,Positive,0.4927,Positive
as a basketball player i am cringing when ty was destroying the court 😂,0.221,Positive,0.2263,Positive
doesn39t cody look like zachary levi ,0.0,Positive,0.3612,Positive
i died when garre squeezed the avocado 😂😂😂,0.221,Positive,0.6249,Positive
item the one trying to find the best expire dates on the dairy😂,0.221,Positive,0.7964,Positive
item definitely the lost guy 😂😂,0.221,Positive,0.7351,Positive
all the kiss in zimbawae ,0.0,Positive,0.4215,Positive
this time they went all out on the rage monster that had me cracking up 😂,0.221,Negative,-0.1779,Negative
trick or treat stereotyped,0.0,Positive,0.0772,Positive
a he this is so painful to watch😭😭😭,-0.093,Negative,-0.9192,Negative
just imagine the people at the store😂,0.221,Positive,0.4404,Positive
😂😂😂😂😂😂😂😂,0.221,Positive,0.969,Positive
"This show is fucking terrible, cancel it already 📺💀  ",0.084,Negative,-0.688,Negative
how much money and time do you spend on these video thank you😂,0.221,Positive,0.6597,Positive
poor basketball court😂😂😂,0.221,Positive,0.6808,Positive
come and visit india ,0.0,Neutral,0.0,Neutral
you guns are so awesome 😊😊😊😊😊😊😂😂😂😂😂😂😂,0.4162307692307693,Positive,0.9957,Positive
😲😲😲😲😲😲,-0.068,Positive,0.9274,Positive
a he mmm laugh ,0.0,Positive,0.5574,Positive
the rage monster ,0.0,Negative,-0.5574,Negative
best one yet😂,0.221,Positive,0.7964,Positive
awesome  did ,0.0,Positive,0.6249,Positive
utf guns 😂,0.221,Positive,0.4404,Positive
org i have been waiting for this best video ever,0.0,Positive,0.7184,Positive
waits if tyler is on team cody and garre is on team copy then who is team is cry on,0.0,Negative,-0.4767,Negative
now lovely store ideas who else watches due perfect every day 😍😍,0.678,Positive,0.926,Positive
argus item waiting you on my did channel ,0.0,Neutral,0.0,Neutral
i love all your stereotyped video because they are so funny 😂,0.221,Positive,0.8638,Positive
😂😂😂,0.221,Positive,0.8271,Positive
i well subscribe 20 times for subscribe to me and like,0.0,Positive,0.5574,Positive
if they rage monster at the grocer storebrbrbrbrwell rip😭😭,-0.093,Negative,-0.8689,Negative
a he he called the cashier a cash register😂,0.221,Positive,0.4404,Positive
😂😂😂 who am i mmhmhmm drops eggs you,0.221,Positive,0.8271,Positive
a he  the guy in the background trying to secretly film them😂😂,0.221,Positive,0.7003,Positive
was rage monster planned😕😕😕,-0.397,Negative,-0.8591,Negative
loved this super funny 😅😅 good job on these video they make my day,0.178,Positive,0.9559,Positive
so funny you guns should do these more often ,0.0,Positive,0.4927,Positive
the basketball court 😢,0.007,Negative,-0.4767,Negative
"This remake is pure shit, why ruin the original? 🎬🤬  ",0.279,Negative,-0.7269,Negative
Another overpriced piece of shit from this company 💰🤬  ,0.251,Negative,-0.5574,Negative
😀like if you think that cody is a sweet giant😁,0.5085,Positive,0.8176,Positive
"Holy shit, this is the worst update ever, fucking ruined everything 🔄🤢  ",0.0,Negative,-0.902,Negative
who is watching this in lockdown  😩😩😩,-0.368,Negative,-0.6486,Negative
sorry for the really bad base 😥😥,0.122,Negative,-0.2682,Negative
thanks to cameron arnold who directed me to dr alamo old  search him on couture channel who cured my he 2 i am so excited 😆 contact the herbalist today and all your worries will be over,0.409,Positive,0.718,Positive
you do grocer stereotyped but not football or baseball or across ,0.0,Negative,-0.1531,Negative
a he his face😂,0.221,Positive,0.4404,Positive
 a he,0.0,Neutral,0.0,Neutral
do soccer  sterno types like if you agree,0.0,Positive,0.6124,Positive
due perfect you guns should do  thanksgiving  stereotyped,0.0,Positive,0.3612,Positive
