Cleaned_Comment,Emoji_Sentiment_Score
you broke your floor??,-0.374
love your video ??,0.455
the rage monster ????,0.221
"This new feature is fucking annoying, remove it now ????",-0.1035
i am breaking crying ??????,0.221
this is funny ??????,0.221
These headphones broke after one use! ????  ,0.414
a he i think he howtobasic,0
i waited so long for this??????????????,0.44899999999999995
quotas its so deepquotbrthat one guy ????,0.265
hope you guns get a new court??,0.221
my mon asked for 20 chicken legs and they almost gave her 20 pounds ??,0.221
in up you r perfect d,0
what about foodwastingstereotypes as we saw in this video you are pretty good with this topic ??,0.178
i feel so bad for cody during the rage monster ??,0.221
due perfect can you do a rollacoaster stereotypesbrbr,0
i do not know why but they must have so much fun wrecking stuff until they realize how much it will cost them ????,0.221
may this is going to be number one on couture just for the rage monster ????,0.221
i do not like the rage monster ??????????????????,-0.093
still waiting on soccer stereotyped ????????????,-0.083
oh my the court was ruined??????,0.221
??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.5679999999999997
i couldn39t stop laughing ,0
the rage monster went to far you know no way??,0.19
now rage monster ??,-0.299
am i the only one that rates the freezing cold place in a grocer store??its cold,-0.093
its not good to mess up food ,0
i loved the video until they started wasting food bitch we snatch the calls milk and you wasting it ????????,0.01050000000000001
where is and,0
721 likes 63 views good job couture ??,0.221
why destroy the basketball court,0
you waste food but you are great??,0.421
friend hey there39s something in the mail wait its dudeperfect merchbrme reallybrfriend no hahbrme ?????????? ahahah becomes rage monster,-0.2336
definitely the race??,0.221
rank the up members greatest to least reply pus ,0
its probably going to cost more to repair the court than they will make off ad revenue??,0.221
all of these are spot on especially the checkout line analyst ll that is me and my brother all the way????,0.221
due you broke your court for the video i call the police for dat ??just riding,0.221
This series finale was the worst ending ever ????  ,0.14100000000000001
i am literally the cart rider mr expiration date sample thief and the lost guy sometimes all in one trip ??????,0.221
"Holy shit, this phone overheats like crazy ????  ",0.0505
where you guns already planning on getting a new court so you just destroyed it??,0.221
why is no one talking about the huge candy dispense isle where do you find  that store ??,0.631
"This keyboard feels cheap as hell, piece of shit ????",-0.116
i left was shook when he destroyed the basketball court rip ??,-0.093
??amazing,0.601
my mon always takes 2 hours in the store ??,-0.08
i always feel bad for cody on the rage monster ??,0.178
????,0.221
do hollowed stereotyped,0
"This subscription service is a ripoff, not worth it ????  ",0.4
a he that is me over there ??????,0.221
all of the video i was thinking in what do the rage monster can destroy  at the grocer store brow good video there is your like ,0
holly cow????????,0.221
do a going on a plane ,0
item the coroner and people give me an eye roll but item saving money,0
rip court??,-0.08
this kid in the background of the first one was like ,0
"This platform is full of dumbasses, can't believe this shit ????  ",-0.19
due perfect on fire ,0
a he you guns did not notice cody just took someone else bag of chips????,0.221
i am hungry shipper freeze freakout and rage monster ,0
finally a new video????,0.409
???????????? could not stop laughing,0.221
you guns are the best sorry for begging you guns,0
the hollween special is some on your show????????????????????,0.491
holy ????,0.19
dont waste food brow ????,-0.311
a he he said a meme  ,0
oh god??,0
ha  ha  ha ??????????????????????????????????????????????????,0.22100000000000006
"This artist is talentless as fuck, stop hyping them up ????  ",0.476
for rage monster how much did you pay to repair that ,0
i just came here for the rage monster ????????????like if you agree,0.221
the video  is amazing and when you pick up the cart that is more funny??????,0.221
when garre squeezed that avocado  i just about died ?????? i watched it like 5 times over ??,0.221
how much money do they spend on the rage monster??????,0.141
a he funniest moment ?? i am dead,0.221
??????????????????????????????????????????????????????????????,0.4015483870967743
can you guns please re send me the request i accidentally un accepted it ??,0.194
"Fucking terrible camera, blurry as hell ????  ",-0.116
this is so meet???? all the way from philippines,0.221
a he me and my mother ??,0.221
org they went all out on rage monster ??,0.178
my dad is the careless one ll ??,0.221
i love how they always manage to incorporate rage monster into everything ??,0.221
you guy39s failed it very welldude perfect,0
i am literally the last one ??,0.221
here before him views  love a guns ????,0.661
tennis stereotyped ??,0.221
swimming pool stereotyped please ????????????????????,0
when i saw where the rage monster was i thought there was going to be no destruction but then he started to break the basketball court i was like ohhhhh cap ,0
blockade one kills me ????????,0.2885
he ,0
due perfect is awesome every like gets an emojibr??????????????????????????????????????????????????????????????????,0.20915625000000004
how much did it cost to repair that court ????,0.095
"This band’s new album is absolute dogshit, what happened? ????  ",0.16500000000000004
bloody brilliant ??????,0.221
what is going on????,0.05149999999999999
i fell sad for cody??,-0.093
field of basket lost ??,-0.093
how can you make you are basketball court you did so much damage ha ha??,0.455
may i am watching this the day it was published ??,0.449
like brcommentbrsubscribe to my channel ????,0.5085
a he did anyone see the milky and banana ll ??????,0.221
a he its so deep ,0
they decorated basketball court in their style ??????,0.409
the rage monster is so good??,0.265
why dont you make cooking stereotyped video,0
now ulm i feel bad you broke your basketball court how much money??,0.269
try rage monster at grocer ??????????,0.644
i hate it when people ask for likesbrbrbrbrbrbrbrbrbrlike if you agree ??????,0.265
